Src ID,Dst ID
0,1
0,3
0,5
0,40
0,41
0,42
0,79
1,2
1,3
1,42
1,43
1,80
2,43
2,80
2,115
2,110
3,4
3,42
3,45
3,80
3,79
4,45
4,80
4,86
4,89
4,79
4,102
5,6
5,40
5,41
5,44
5,78
5,79
6,44
6,83
6,89
6,78
6,79
6,95
6,96
7,8
7,10
7,37
7,40
7,54
7,76
7,77
7,78
8,9
8,12
8,83
8,89
8,75
8,76
8,77
8,78
8,95
8,98
8,96
9,10
9,12
9,64
9,83
9,84
9,89
9,75
9,76
9,77
9,78
9,98
9,96
10,11
10,37
10,38
10,53
10,64
10,75
10,76
10,77
10,78
11,12
11,38
11,39
11,52
11,65
11,75
11,76
11,77
12,65
12,84
12,89
12,75
12,76
12,77
12,78
12,98
12,96
13,14
13,15
13,39
13,55
13,66
13,74
13,75
14,66
14,84
14,89
14,74
14,75
14,97
14,96
15,16
15,17
15,39
15,55
15,56
15,74
16,17
16,19
16,56
16,58
16,71
16,74
17,18
17,56
17,57
17,71
18,57
18,71
18,91
18,92
19,58
19,71
19,85
19,74
19,107
20,21
20,46
20,81
20,82
20,113
20,112
21,22
21,46
21,47
21,82
22,23
22,47
22,48
22,82
23,25
23,48
23,49
23,82
24,26
24,25
24,50
24,51
24,82
25,49
25,50
25,82
26,27
26,67
26,51
26,82
26,89
26,117
27,28
27,67
27,68
27,82
27,89
28,29
28,68
28,82
28,87
28,88
28,104
28,122
28,123
28,124
28,125
28,127
29,30
29,69
29,70
29,89
30,31
30,62
30,69
30,73
31,32
31,59
31,62
31,73
32,33
32,59
32,60
32,73
33,34
33,60
33,61
33,73
34,61
34,73
34,90
34,94
35,71
35,72
35,73
35,107
35,93
35,94
36,80
36,81
36,82
36,114
36,115
36,102
37,38
37,40
37,53
37,54
37,77
38,39
38,52
38,53
38,76
39,52
39,55
39,75
40,54
40,41
40,78
42,79
43,80
44,78
44,79
45,80
45,79
46,82
47,82
48,82
49,82
50,82
51,82
57,71
58,71
58,74
59,73
60,73
61,73
62,73
63,76
63,77
63,78
64,75
64,76
64,77
64,78
65,75
65,76
65,77
66,74
66,75
67,82
67,89
67,117
68,82
68,89
69,89
69,73
69,109
70,89
71,72
71,73
71,107
71,91
71,92
71,93
72,90
72,91
72,92
72,93
72,94
73,89
73,90
73,107
73,108
73,109
73,94
74,84
74,85
74,97
74,105
74,106
74,107
74,96
75,84
75,89
75,76
75,77
75,78
75,96
76,89
76,77
76,78
76,96
77,89
77,78
77,96
78,83
78,89
78,95
78,96
79,83
79,86
79,95
79,100
79,101
79,102
80,82
80,115
80,102
80,110
81,82
81,113
81,114
81,115
81,110
81,111
81,112
82,89
82,113
82,114
82,115
82,102
82,116
82,117
83,84
83,89
83,95
83,98
83,99
83,100
83,103
83,96
84,89
84,97
84,98
84,99
84,105
84,128
84,96
85,86
85,89
85,99
85,103
85,105
85,106
85,107
85,127
85,128
85,129
85,130
86,89
86,99
86,100
86,101
86,102
86,104
86,127
86,118
86,119
87,88
87,89
87,104
87,125
87,126
87,127
87,131
88,89
88,104
88,121
88,122
88,123
88,127
88,120
89,95
89,98
89,99
89,100
89,101
89,102
89,103
89,104
89,105
89,107
89,121
89,122
89,123
89,124
89,125
89,126
89,127
89,128
89,96
89,108
89,109
89,116
89,117
89,118
89,119
89,120
89,129
89,130
89,131
90,91
91,92
93,94
94,90
95,96
96,97
96,99
98,99
98,96
99,100
99,103
99,105
99,128
100,101
102,118
103,127
104,121
104,122
104,123
104,127
105,106
105,128
108,107
110,115
110,111
111,112
112,113
114,115
116,102
119,104
119,127
119,120
120,104
120,121
120,127
121,102
122,123
124,125
124,127
126,107
126,127
127,125
129,107
130,127
130,131
131,126
131,127
