Src ID,Dst ID
0,24
0,18
0,29
0,1
0,40
0,41
0,56
0,57
1,29
1,30
1,2
1,38
1,40
1,77
2,30
2,31
2,3
2,38
2,39
2,78
3,31
3,32
3,4
3,39
3,46
3,76
4,32
4,5
4,6
4,46
4,72
4,75
5,25
5,6
5,72
6,7
6,21
6,33
6,47
6,48
6,72
6,75
7,8
7,21
7,33
7,48
7,49
7,68
7,71
8,9
8,19
8,34
8,49
8,50
8,68
8,71
9,10
9,19
9,20
9,34
9,50
9,51
9,69
9,70
10,11
10,20
10,35
10,51
10,52
10,69
11,12
11,35
11,36
11,52
11,53
11,65
12,13
12,36
12,37
12,53
12,54
12,64
13,14
13,26
13,37
13,54
13,55
13,61
14,24
14,15
14,26
14,55
14,45
14,59
14,60
15,16
15,23
15,27
15,44
15,45
15,59
15,60
16,17
16,23
16,27
16,43
16,44
16,58
16,62
17,18
17,22
17,28
17,43
17,56
17,57
17,58
17,62
18,22
18,28
18,41
18,42
18,56
18,57
19,25
19,34
19,50
19,70
19,71
20,25
20,51
20,70
21,25
21,33
21,48
21,71
21,72
22,24
22,28
22,42
22,57
22,58
23,24
23,27
23,44
23,58
23,59
24,57
24,58
24,59
25,70
25,71
25,72
26,27
26,55
26,61
26,60
26,79
26,81
27,44
27,60
27,62
27,79
27,81
28,29
28,56
28,62
28,92
28,93
29,40
29,56
29,77
29,92
29,93
30,38
30,77
30,78
30,91
31,39
31,73
31,76
31,78
31,96
31,90
32,33
32,46
32,75
32,76
32,89
32,90
33,48
33,68
33,75
33,89
33,90
34,35
34,50
34,68
34,69
34,85
34,88
35,52
35,69
35,65
35,85
35,88
36,53
36,64
36,65
36,83
37,54
37,61
37,64
37,86
37,81
38,77
39,78
40,56
40,77
41,57
42,62
43,58
43,62
44,58
44,60
45,60
46,76
47,72
47,75
48,68
48,71
48,75
49,68
49,71
50,68
50,69
50,70
51,70
53,65
54,64
55,61
61,81
62,63
62,79
62,93
62,80
63,79
63,94
63,99
63,92
63,93
63,80
64,66
64,82
64,83
64,81
65,67
65,66
65,83
65,84
65,85
65,87
66,82
66,83
66,84
66,86
66,87
66,99
66,81
67,84
67,85
67,87
67,88
67,99
68,88
68,99
68,89
69,85
73,76
73,78
73,95
73,96
73,97
73,98
73,99
73,90
73,91
74,77
74,94
74,95
74,99
74,91
74,92
75,89
76,90
77,94
77,91
77,92
78,90
78,91
79,80
79,81
85,88
86,99
86,81
87,84
87,99
89,90
90,96
92,93
94,99
94,92
95,99
95,91
97,99
98,99
98,90
99,88
