Src ID,Dst ID
0,43
0,51
0,52
0,57
0,55
1,2
1,29
1,28
1,45
2,3
2,29
2,30
2,45
3,30
3,45
3,93
4,15
4,5
4,37
4,36
4,45
5,15
5,6
5,37
5,38
5,45
5,48
6,7
6,38
6,39
6,45
6,48
7,17
7,40
7,39
7,45
7,48
8,9
8,22
8,35
8,34
8,43
8,49
9,10
9,33
9,34
9,43
9,49
10,11
10,20
10,33
10,32
10,43
10,49
11,32
11,31
11,43
12,13
12,14
12,24
12,25
12,43
12,47
13,23
13,24
13,43
14,25
14,26
14,43
14,47
15,16
15,37
15,48
16,17
16,48
17,40
17,48
18,19
18,24
18,43
18,47
19,47
19,76
20,21
20,32
20,43
20,49
21,22
21,49
22,35
22,49
23,43
23,54
24,43
24,47
25,43
25,47
26,43
26,47
27,43
28,45
28,94
29,45
30,45
31,43
31,81
32,43
32,49
33,43
33,49
34,43
34,49
35,43
35,49
35,74
36,45
37,45
37,48
38,45
38,48
39,45
39,48
40,45
40,48
40,71
41,45
41,89
41,90
41,91
41,92
41,93
42,45
42,57
42,55
42,58
42,95
42,56
43,44
43,45
43,46
43,47
43,50
43,63
43,64
43,51
43,72
43,73
43,74
43,78
43,79
43,81
43,82
43,83
43,84
43,54
43,85
43,86
43,87
43,88
43,52
43,75
43,55
43,76
43,53
43,80
43,59
43,60
43,61
43,62
44,45
44,63
44,64
44,65
44,66
44,67
44,68
44,69
44,70
44,71
44,72
44,73
44,74
44,82
44,83
44,84
44,85
44,86
44,87
44,88
44,59
44,60
44,61
44,62
45,63
45,64
45,65
45,66
45,67
45,68
45,69
45,70
45,71
45,72
45,89
45,90
45,94
45,75
45,55
45,58
45,91
45,95
45,93
45,56
46,78
46,79
46,76
46,77
46,80
47,76
50,51
51,52
52,53
54,53
55,57
55,56
56,95
57,58
58,94
59,63
59,60
60,82
62,63
62,61
63,66
64,65
65,63
66,67
67,68
68,69
70,71
71,72
73,74
75,71
75,74
76,78
76,77
77,80
79,80
81,80
82,59
83,84
84,85
86,85
86,87
88,74
89,93
90,91
91,92
92,93
