Src ID,Dst ID
0,9
0,1
0,38
0,39
0,71
1,2
1,37
1,38
1,71
2,3
2,37
2,41
2,71
3,4
3,41
3,42
3,71
4,5
4,42
4,43
4,71
4,72
5,16
5,6
5,7
5,46
5,43
5,71
5,72
6,16
6,7
6,46
6,44
6,71
6,72
6,75
7,16
7,8
7,46
7,45
7,71
7,74
8,45
8,47
8,71
8,74
8,78
9,10
9,39
9,40
9,71
10,40
10,71
10,85
10,86
11,12
11,17
11,49
11,50
11,74
12,13
12,48
12,49
12,74
13,14
13,48
13,52
13,74
14,15
14,52
14,53
14,74
15,16
15,53
15,54
15,74
15,75
16,46
16,54
16,74
16,75
17,18
17,50
17,51
17,74
18,51
18,74
18,93
18,92
19,30
19,33
19,67
19,68
19,77
19,108
20,21
20,24
20,55
20,56
20,77
21,22
21,56
21,57
21,77
22,57
22,58
22,59
22,77
23,25
23,59
23,60
23,77
24,55
24,77
24,98
24,97
25,26
25,60
25,61
25,77
26,27
26,61
26,62
26,77
27,28
27,62
27,63
27,77
28,29
28,63
28,64
28,77
29,31
29,64
29,65
29,77
30,32
30,33
30,69
30,68
30,79
30,77
31,32
31,34
31,65
31,79
31,77
32,34
32,69
32,79
32,77
33,68
33,79
33,77
34,79
35,78
35,96
35,91
35,92
35,97
36,92
36,97
37,71
38,71
39,71
40,71
41,71
42,71
42,72
43,71
43,72
44,72
44,75
45,71
45,74
46,71
46,72
46,74
46,75
47,71
47,74
47,78
48,74
49,74
50,74
51,74
52,74
53,74
53,75
54,74
54,75
55,77
56,77
57,77
58,59
58,77
59,77
60,77
61,77
62,77
63,77
64,77
65,77
66,80
66,77
66,78
66,104
66,107
66,103
67,80
67,77
67,107
67,108
68,79
68,77
69,77
70,71
70,83
70,84
70,85
70,86
70,87
71,72
71,78
71,81
71,83
71,84
71,85
71,86
71,87
71,82
73,74
73,90
73,93
73,94
73,91
73,92
74,75
74,78
74,90
74,93
74,94
74,88
74,91
74,92
74,89
76,77
76,95
76,96
76,98
76,99
76,97
77,79
77,80
77,78
77,104
77,107
77,108
77,95
77,96
77,98
77,99
77,97
77,100
77,101
77,102
77,103
78,80
78,104
78,105
78,106
78,107
78,83
78,84
78,90
78,96
78,91
78,100
78,101
78,103
80,104
80,105
80,106
80,107
80,108
80,84
80,85
82,81
82,83
83,84
84,106
84,85
85,106
85,86
86,87
89,90
89,88
90,91
91,92
92,93
93,94
95,96
96,97
97,98
98,99
100,96
100,101
101,102
105,106
108,85
