Src ID,Dst ID
0,10
0,1
0,25
0,42
0,43
0,45
1,2
1,42
1,45
2,42
2,51
2,46
3,4
3,33
3,41
3,42
3,47
3,48
4,5
4,32
4,33
4,41
4,42
5,6
5,31
5,32
5,41
5,42
6,7
6,31
6,41
6,42
6,58
7,8
7,28
7,41
7,42
7,58
8,9
8,28
8,29
8,41
8,42
9,29
9,41
9,42
10,11
10,25
10,34
10,42
10,43
11,34
11,42
11,43
11,67
12,13
12,30
12,42
12,43
12,67
13,30
13,42
13,43
14,15
14,43
14,44
14,66
15,43
15,65
15,66
16,17
16,35
16,43
16,65
17,35
17,43
17,64
18,43
18,64
18,63
19,20
19,41
19,53
19,54
20,41
20,55
20,54
21,41
21,55
21,56
22,23
22,27
22,41
22,56
22,57
23,24
23,26
23,27
23,41
24,26
24,41
24,59
25,42
25,43
26,41
27,41
28,41
28,42
29,41
29,42
30,42
30,43
31,41
31,42
32,41
32,42
33,41
33,42
34,42
34,43
35,43
36,40
37,40
38,40
39,40
40,41
40,42
40,78
40,79
40,76
40,80
40,81
40,69
40,70
40,71
40,72
40,73
40,74
40,75
41,42
41,55
41,56
41,57
41,58
41,60
41,76
41,59
41,69
41,47
41,48
41,50
41,53
41,54
42,43
42,58
42,61
42,68
42,51
42,77
42,46
42,67
42,47
42,48
43,44
43,61
43,62
43,64
43,65
43,66
43,45
43,68
43,63
43,67
44,45
46,51
47,48
49,51
50,53
51,52
52,50
56,57
59,60
61,62
62,63
68,67
69,76
69,70
70,71
71,72
72,73
73,74
74,75
75,77
78,81
78,72
79,80
79,72
