Src ID,Dst ID
0,1
0,4
0,15
0,67
1,15
1,17
1,66
2,3
2,23
2,24
2,59
3,23
3,24
3,33
3,34
4,5
4,14
4,67
5,14
5,16
5,104
6,7
6,19
6,20
6,97
7,19
7,20
7,81
8,23
9,17
10,17
11,19
12,16
13,16
14,16
14,67
14,68
14,103
14,104
15,17
15,65
15,66
15,67
15,68
16,29
16,30
16,17
16,18
16,67
16,68
16,69
16,70
16,100
16,101
16,102
16,103
16,104
16,105
16,106
16,107
16,111
16,128
17,29
17,22
17,126
17,62
17,63
17,64
17,65
17,66
17,67
17,68
17,69
17,71
17,72
17,73
17,77
17,78
17,119
17,127
18,30
18,108
18,109
18,99
18,106
18,107
18,110
18,111
18,128
19,30
19,20
19,21
19,89
19,87
19,109
19,116
19,79
19,80
19,81
19,82
19,83
19,84
19,85
19,86
19,90
19,91
19,92
19,93
19,94
19,97
19,98
19,99
19,110
19,111
19,117
19,134
19,88
20,79
20,80
20,81
20,97
21,89
21,87
21,116
21,86
21,90
21,91
21,92
21,93
21,94
21,117
21,88
22,74
22,75
22,61
22,72
22,73
22,76
22,77
22,78
23,24
23,25
23,28
23,31
23,43
23,44
23,75
23,45
23,49
23,32
23,59
23,60
23,61
23,33
23,34
23,76
23,35
23,36
23,37
23,112
23,38
23,42
23,39
23,50
23,40
23,41
24,31
24,32
24,59
24,33
25,43
25,44
25,45
25,49
25,112
25,38
25,42
25,39
25,50
25,40
25,41
26,27
26,28
26,45
26,46
26,47
26,48
26,49
26,52
26,50
26,51
27,28
27,45
27,46
27,47
27,48
27,52
27,53
27,54
27,55
27,56
27,57
27,58
27,93
27,94
27,95
27,96
27,113
27,114
27,115
27,118
27,51
28,29
28,30
28,123
28,124
28,125
28,131
28,135
28,136
28,137
28,45
28,46
28,49
28,76
28,77
28,93
28,113
28,119
28,120
28,121
28,122
28,130
28,132
28,133
29,123
29,124
29,125
29,126
29,122
29,127
29,129
29,130
30,131
30,135
30,136
30,137
30,93
30,110
30,111
30,128
30,129
30,130
30,132
30,133
30,134
31,59
32,33
33,34
34,35
36,35
36,37
37,38
38,39
38,40
39,40
40,112
40,41
41,112
42,43
43,44
44,45
46,45
47,48
48,51
49,45
49,50
52,51
53,54
54,55
55,56
56,57
56,96
57,58
57,96
59,60
60,61
61,75
61,76
62,63
63,64
64,65
66,65
67,68
69,68
69,70
71,62
71,72
72,74
72,73
73,74
75,76
76,77
77,78
79,97
80,81
81,82
82,83
84,83
84,85
85,86
86,87
86,88
87,88
88,89
88,90
89,90
91,92
91,117
92,93
94,116
94,93
94,115
95,96
95,114
97,98
98,99
99,109
99,110
100,101
101,102
102,103
104,103
105,100
105,106
106,108
106,107
107,108
109,110
110,111
111,128
111,134
115,116
118,95
119,120
119,127
120,121
121,122
122,123
126,127
129,130
131,132
132,133
137,135
137,136
