Src ID,Dst ID
0,18
0,24
0,31
0,36
1,17
1,18
1,24
1,31
1,32
1,33
1,34
2,10
2,19
2,24
3,10
3,19
3,24
3,28
3,46
3,45
4,5
4,21
4,29
4,27
4,44
4,45
5,11
5,21
5,29
5,27
5,56
5,55
6,27
6,30
6,62
6,64
7,27
7,41
7,64
7,63
8,23
8,24
8,27
8,42
8,44
8,49
9,24
9,32
9,33
9,38
10,19
10,28
11,29
12,13
12,30
12,57
13,14
13,30
14,30
14,63
15,16
15,31
15,36
16,17
16,31
17,31
17,32
17,33
17,34
18,24
18,31
19,24
19,28
20,24
21,29
21,27
22,23
22,24
22,27
22,39
22,40
22,41
22,52
22,53
23,24
23,27
23,39
23,41
23,42
23,43
23,44
23,49
23,50
23,51
23,52
23,53
24,25
24,28
24,39
24,46
24,47
24,48
24,49
24,50
24,51
24,52
24,45
24,33
24,34
24,36
24,37
24,38
25,44
25,46
25,47
25,48
25,45
25,54
26,27
26,58
26,59
26,60
26,61
26,57
27,30
27,41
27,42
27,43
27,44
27,53
27,56
27,58
27,59
27,60
27,61
27,62
27,64
27,57
28,46
29,44
30,58
30,62
30,64
30,63
31,32
31,33
31,34
31,36
32,33
33,34
35,37
36,35
37,36
38,39
39,40
40,41
42,43
43,44
45,44
45,46
46,47
48,49
48,54
49,54
50,49
50,51
52,39
53,41
54,44
56,61
56,55
56,57
57,58
57,61
58,59
60,61
62,58
63,64
