Src ID,Dst ID
0,1
0,5
0,45
0,46
0,55
1,2
1,44
1,45
1,55
2,3
2,43
2,44
2,55
3,4
3,43
3,42
3,55
4,19
4,41
4,42
4,55
5,13
5,6
5,46
5,47
5,55
6,13
6,14
6,7
6,47
6,48
6,57
7,14
7,12
7,48
7,49
7,56
8,9
8,12
8,36
8,37
8,56
9,10
9,37
9,38
9,56
10,11
10,38
10,39
10,56
11,18
11,39
11,40
11,56
12,49
12,36
12,56
13,15
13,17
13,47
13,51
13,55
13,57
14,16
14,17
14,50
14,48
14,56
14,57
15,27
15,30
15,31
15,23
15,17
15,20
15,24
15,29
15,51
15,52
15,61
15,62
15,63
15,53
15,54
15,55
15,58
15,60
15,64
16,25
16,22
16,31
16,23
16,17
16,20
16,24
16,32
16,50
16,52
16,63
16,53
16,54
16,56
16,57
16,58
16,59
16,64
17,50
17,51
17,57
17,58
18,40
18,56
18,64
19,41
19,55
19,64
20,21
20,52
21,22
21,53
22,53
23,53
23,54
24,63
24,54
25,26
25,63
25,59
26,27
26,30
26,63
26,59
26,60
27,28
27,62
27,63
27,59
27,60
28,29
28,62
28,63
29,62
29,63
30,35
30,61
30,59
30,60
31,33
31,35
31,61
31,58
31,59
32,59
33,34
33,59
34,59
35,61
35,59
36,56
37,56
38,56
39,56
40,56
41,55
42,55
43,55
44,55
45,55
46,55
47,55
47,57
48,56
48,57
49,56
50,56
50,57
51,55
51,57
51,58
52,64
55,64
56,64
59,63
59,60
62,63
