Src ID,Dst ID
0,23
0,29
0,98
0,99
1,23
1,26
1,102
1,103
2,23
2,26
2,27
2,101
2,102
3,4
3,23
3,29
3,100
4,23
4,29
4,97
5,7
5,23
5,27
5,104
6,7
6,23
6,27
6,107
6,105
7,8
7,23
7,25
7,27
7,28
7,80
8,25
8,26
8,28
8,89
8,83
9,10
9,12
9,22
9,24
9,31
9,32
9,33
9,34
9,35
10,11
10,13
10,30
10,31
11,30
11,39
12,24
12,32
12,52
12,53
13,30
13,31
13,37
13,38
14,24
14,63
14,67
14,57
14,58
15,23
15,110
15,111
15,112
15,113
16,23
16,115
16,116
16,117
16,118
16,119
17,25
17,71
17,72
17,73
17,74
17,132
18,25
18,75
18,76
18,77
18,78
19,26
19,85
19,86
19,87
19,88
19,84
19,101
19,107
19,108
19,105
19,106
20,24
20,55
20,56
20,57
20,60
20,58
20,59
21,22
21,44
21,45
21,46
21,47
21,48
22,23
22,24
22,30
22,31
22,33
22,44
22,45
22,124
22,125
22,126
22,127
22,128
22,129
22,131
22,46
22,34
22,36
22,37
22,38
22,39
22,40
22,41
22,42
22,43
22,50
22,122
22,123
22,130
22,47
22,48
22,49
22,61
23,26
23,27
23,29
23,109
23,94
23,95
23,96
23,97
23,104
23,115
23,116
23,117
23,118
23,124
23,125
23,98
23,99
23,100
23,101
23,102
23,103
23,110
23,111
23,112
23,113
23,114
23,120
23,121
23,122
23,123
23,119
24,25
24,32
24,33
24,66
24,91
24,34
24,35
24,55
24,51
24,52
24,53
24,54
24,63
24,67
24,56
24,57
24,64
24,65
24,58
24,59
24,62
25,26
25,28
25,66
25,71
25,72
25,73
25,74
25,89
25,90
25,91
25,63
25,67
25,68
25,69
25,70
25,75
25,76
25,77
25,78
25,79
25,80
25,82
25,83
25,84
25,65
25,132
25,81
26,27
26,85
26,86
26,87
26,88
26,89
26,90
26,91
26,92
26,93
26,94
26,95
26,96
26,97
26,104
26,83
26,84
26,101
26,102
26,103
26,105
26,106
27,104
27,101
27,102
27,105
28,80
28,82
28,83
29,97
29,98
29,99
29,100
30,38
30,39
31,34
31,36
31,37
32,35
32,51
32,52
33,34
33,35
34,35
36,37
37,38
39,40
40,41
41,42
42,43
43,44
43,47
44,45
44,47
45,46
46,50
46,48
47,49
48,50
48,47
48,49
51,52
52,53
54,55
54,53
54,59
55,59
56,57
57,58
58,60
59,60
63,67
63,64
63,65
64,65
65,66
67,68
68,69
68,70
69,70
70,71
70,132
71,72
71,132
73,74
74,75
74,132
75,132
76,75
77,78
78,79
79,80
80,82
80,81
81,82
84,85
84,106
85,86
85,106
87,88
88,101
88,105
89,90
89,83
90,91
92,91
92,93
93,94
95,97
96,94
98,97
98,103
99,109
99,100
100,109
100,110
101,105
103,97
104,102
105,107
106,108
111,110
111,112
113,114
114,115
114,119
115,116
115,119
117,118
118,120
118,119
119,120
121,120
121,122
122,123
123,124
124,125
126,127
127,128
127,129
128,129
129,131
129,130
130,131
131,124
