Src ID,Dst ID
0,1
0,37
0,48
1,2
1,8
1,37
1,39
2,3
2,23
2,39
3,4
3,22
3,23
3,39
4,5
4,19
4,22
4,39
5,6
5,19
5,20
5,39
6,7
6,20
6,21
6,39
7,21
7,34
7,39
8,9
8,25
8,37
8,39
9,10
9,24
9,25
9,37
9,39
10,11
10,24
10,26
10,37
10,39
11,12
11,27
11,26
11,37
11,39
12,13
12,27
12,28
12,37
12,39
13,14
13,28
13,29
13,37
13,39
14,15
14,29
14,30
14,37
14,38
14,39
14,40
14,62
15,16
15,30
15,31
15,38
15,40
16,17
16,31
16,32
16,38
16,40
17,18
17,32
17,33
17,38
17,40
18,33
18,38
18,40
18,47
19,39
20,39
21,39
22,39
23,39
24,37
24,39
25,37
25,39
26,37
26,39
27,37
27,39
28,37
28,39
29,37
29,39
30,38
30,40
31,38
31,40
32,38
32,40
33,38
33,40
34,39
34,43
35,36
35,37
35,61
35,54
35,48
35,57
35,58
35,59
35,60
36,37
36,54
36,57
36,56
36,59
36,60
37,49
37,50
37,51
37,52
37,53
37,61
37,54
37,48
37,57
37,58
37,55
37,62
37,56
37,59
37,60
38,47
38,48
38,62
39,43
39,62
40,41
40,42
40,43
40,63
40,46
40,47
40,65
40,66
40,68
40,69
40,64
40,67
40,62
40,44
40,45
41,42
41,63
41,65
41,66
41,68
41,69
41,64
41,67
41,45
42,63
42,47
42,65
42,66
42,64
42,67
42,45
43,46
44,43
44,69
44,45
45,46
45,47
45,69
46,47
47,48
49,48
50,51
51,55
52,51
52,53
53,54
54,61
54,60
55,54
56,57
58,48
59,57
60,61
61,48
62,43
62,48
63,47
63,68
64,63
64,65
66,67
67,45
