Src ID,Dst ID
0,10
0,15
1,15
2,15
3,15
4,15
5,15
5,63
6,15
6,51
7,9
7,15
8,11
8,15
9,15
9,47
9,48
9,49
10,15
10,73
10,74
10,75
10,76
11,15
11,64
11,65
11,66
11,67
12,15
12,16
12,26
12,27
12,28
12,17
12,55
12,56
13,15
13,25
13,29
13,30
13,31
13,24
14,15
14,40
14,41
14,42
14,18
14,19
14,20
15,16
15,25
15,26
15,27
15,28
15,29
15,30
15,31
15,32
15,33
15,34
15,17
15,35
15,36
15,37
15,38
15,39
15,40
15,41
15,42
15,43
15,44
15,18
15,45
15,46
15,47
15,48
15,49
15,50
15,51
15,52
15,53
15,54
15,19
15,55
15,56
15,57
15,58
15,59
15,60
15,61
15,62
15,63
15,64
15,20
15,65
15,66
15,67
15,68
15,69
15,70
15,71
15,72
15,73
15,74
15,21
15,75
15,76
15,77
15,22
15,23
15,24
16,28
16,17
17,26
17,28
18,40
18,19
19,42
19,20
20,42
20,21
21,22
22,23
24,25
24,31
24,60
25,29
25,31
25,61
27,28
29,61
30,31
31,60
32,33
32,39
33,34
34,35
34,56
35,36
36,37
41,42
43,42
44,45
45,46
45,23
46,47
46,23
47,48
49,50
50,51
51,52
52,53
53,54
54,55
55,17
56,28
57,32
57,58
58,59
59,60
61,62
62,63
63,64
64,65
66,67
67,68
68,69
69,70
70,71
71,72
72,73
73,74
75,76
76,77
77,18
