Src ID,Dst ID
0,43
0,74
0,126
1,36
1,76
1,77
2,37
2,42
2,112
2,72
3,50
3,37
3,112
3,88
4,5
4,27
4,32
4,43
4,56
5,9
5,27
5,32
6,8
6,33
6,61
6,133
7,8
7,26
7,33
7,42
7,62
8,26
8,33
9,32
9,57
9,131
10,11
10,28
10,49
10,34
11,12
11,28
11,34
12,34
12,101
12,129
13,37
13,71
13,89
14,36
14,73
14,75
15,49
15,34
15,129
15,130
16,50
16,35
16,127
16,128
17,48
17,49
17,50
17,99
17,80
18,43
18,44
18,42
18,110
18,59
19,32
19,43
19,131
19,132
20,33
20,42
20,133
20,134
21,23
21,35
21,97
21,127
22,23
22,31
22,50
22,35
22,96
23,31
23,35
24,43
25,42
26,33
27,32
28,34
29,49
30,50
31,35
32,43
32,57
32,131
32,132
32,56
33,42
33,62
33,61
33,133
33,134
34,49
34,101
34,129
34,130
35,50
35,96
35,97
35,127
35,128
36,73
36,75
36,78
36,74
36,77
36,126
37,71
37,89
37,112
37,72
37,88
38,49
38,106
38,104
38,107
38,105
39,50
39,92
39,91
39,93
39,94
40,43
40,51
40,53
40,54
40,52
41,42
41,68
41,69
41,66
41,67
42,44
42,45
42,60
42,62
42,63
42,64
42,65
42,70
42,68
42,69
42,66
42,67
42,61
42,110
42,111
42,112
42,117
42,123
42,124
42,125
42,133
42,134
42,72
42,116
42,59
43,44
43,46
43,47
43,51
43,53
43,54
43,57
43,78
43,52
43,109
43,110
43,117
43,118
43,120
43,55
43,121
43,131
43,132
43,56
43,74
43,58
43,122
43,126
43,59
44,45
44,47
44,78
44,109
44,110
44,111
44,112
44,117
44,118
44,120
44,123
44,124
44,125
44,122
45,48
45,50
45,82
45,81
45,83
45,84
45,112
45,117
45,120
45,124
45,125
45,113
45,114
45,115
45,116
46,48
46,49
46,81
46,118
46,120
46,121
47,49
47,119
47,78
47,117
47,118
48,49
48,50
48,82
48,78
48,79
48,80
48,81
48,83
48,84
48,85
48,118
48,120
48,86
48,87
49,75
49,99
49,100
49,102
49,103
49,108
49,106
49,104
49,107
49,105
49,119
49,78
49,79
49,80
49,81
49,101
49,118
49,120
49,129
49,130
49,87
50,89
50,90
50,95
50,96
50,98
50,99
50,92
50,91
50,82
50,93
50,94
50,80
50,81
50,83
50,84
50,85
50,97
50,112
50,127
50,128
50,86
50,88
51,53
51,54
51,55
52,73
52,54
53,52
54,55
55,56
56,132
57,131
58,57
58,59
59,60
60,61
61,133
62,63
62,134
63,64
64,65
65,68
65,66
66,68
66,67
67,70
67,69
68,69
69,70
70,71
71,72
73,74
75,108
75,76
77,78
78,79
78,109
79,87
80,86
80,87
81,82
81,78
82,83
83,84
83,112
84,85
84,112
85,86
88,89
89,90
90,91
90,94
91,92
91,94
92,95
92,93
93,95
93,94
95,96
96,128
97,98
97,127
98,99
100,99
100,101
101,129
102,103
102,130
103,104
103,107
104,107
104,105
105,108
105,106
106,108
106,107
109,122
110,123
110,122
111,112
111,123
113,112
113,116
114,112
114,115
115,113
116,124
116,125
117,78
117,125
118,81
118,117
119,78
119,118
120,81
120,117
121,118
121,120
124,112
124,125
126,78
