Src ID,Dst ID
0,1
0,9
0,45
0,43
0,71
1,2
1,33
1,43
1,44
1,71
2,3
2,34
2,42
2,44
2,71
3,4
3,34
3,63
3,42
3,71
3,74
4,5
4,62
4,63
4,74
5,6
5,61
5,62
5,74
6,40
6,7
6,61
6,74
7,40
7,8
7,60
7,74
8,30
8,39
8,58
8,60
8,74
9,45
9,71
9,113
9,114
10,11
10,67
10,71
10,115
10,114
11,12
11,67
11,68
11,71
12,35
12,68
12,71
12,118
12,119
13,14
13,36
13,47
13,77
13,120
13,119
14,19
14,36
14,47
14,48
14,77
15,16
15,19
15,49
15,50
15,77
16,17
16,37
16,50
16,51
16,77
17,18
17,37
17,51
17,52
17,77
18,52
18,77
18,122
18,126
19,37
19,48
19,49
19,77
20,21
20,53
20,77
20,124
20,125
21,22
21,53
21,54
21,77
22,38
22,23
22,54
22,55
22,77
23,31
23,38
23,24
23,55
23,64
23,77
23,79
24,31
24,25
24,64
24,66
24,77
24,79
25,38
25,26
25,66
25,70
25,77
25,79
26,38
26,27
26,56
26,70
26,79
27,56
27,80
27,79
27,127
27,131
28,29
28,57
28,74
28,75
28,130
29,57
29,74
29,76
29,133
29,134
30,39
30,74
30,135
30,134
31,32
31,64
31,65
31,77
31,79
32,65
32,77
32,79
32,102
33,41
33,43
34,41
34,42
34,71
35,46
35,68
36,46
36,47
37,48
37,51
37,77
38,55
38,70
38,79
39,58
39,59
40,59
40,69
40,74
41,71
42,71
43,71
44,71
45,71
47,77
48,77
49,77
50,77
51,77
52,77
53,77
54,77
55,77
56,80
56,79
57,74
58,74
60,74
61,74
62,74
63,71
63,74
64,77
64,79
65,77
65,79
66,77
66,79
67,71
68,71
69,74
70,79
71,80
71,72
71,73
71,74
71,77
71,79
71,81
71,91
71,92
71,93
71,94
71,95
71,96
71,97
71,99
71,82
71,106
71,107
71,108
71,109
71,83
71,110
71,111
71,112
71,113
71,115
71,116
71,117
71,118
71,120
71,84
71,128
71,85
71,137
71,138
71,139
71,140
71,141
71,142
71,114
71,119
71,87
71,88
72,111
72,112
72,113
72,115
72,114
73,116
73,117
73,118
73,120
73,119
74,80
74,75
74,76
74,79
74,90
74,91
74,92
74,93
74,94
74,95
74,84
74,127
74,129
74,130
74,132
74,133
74,135
74,85
74,136
74,86
74,131
74,134
74,87
74,88
74,89
75,80
75,79
75,93
75,127
75,128
75,129
75,130
75,131
76,132
76,133
76,135
76,136
76,134
77,80
77,78
77,79
77,97
77,98
77,99
77,100
77,101
77,102
77,103
77,104
77,105
77,106
77,116
77,120
77,121
77,122
77,123
77,124
77,140
77,119
77,126
77,125
78,122
78,123
78,124
78,126
78,125
79,80
79,95
79,96
79,97
79,98
79,99
79,100
79,101
79,102
79,106
79,127
79,141
79,131
80,81
80,90
80,91
80,92
80,93
80,94
80,95
80,96
80,97
80,98
80,99
80,82
80,100
80,101
80,102
80,103
80,104
80,105
80,106
80,107
80,108
80,109
80,83
80,110
80,84
80,127
80,128
80,129
80,130
80,85
80,137
80,138
80,139
80,140
80,141
80,142
80,86
80,87
80,88
80,89
81,82
81,110
81,137
82,110
83,84
85,86
86,87
87,89
88,83
89,86
90,91
91,92
92,93
93,94
93,129
94,95
95,96
97,96
97,98
98,99
100,101
101,102
103,104
104,105
107,108
107,137
107,138
108,109
111,115
112,113
113,114
114,115
116,120
117,118
118,119
119,120
121,122
122,126
123,124
124,125
125,126
127,128
127,131
129,130
130,131
132,133
133,134
134,135
135,136
137,138
138,81
138,139
138,142
139,140
140,106
141,106
141,139
141,142
142,106
142,139
