Src ID,Dst ID
0,38
0,39
0,81
0,82
1,32
1,34
1,35
1,59
1,60
1,69
2,3
2,35
2,60
2,61
3,4
3,35
4,35
4,97
4,98
5,6
5,38
5,39
5,85
6,20
6,7
6,39
7,20
7,48
7,38
7,39
7,80
7,81
8,28
8,38
8,80
9,37
9,38
9,80
9,92
9,93
10,11
10,27
10,34
10,35
10,101
11,27
11,34
11,35
11,61
12,13
12,31
12,32
12,50
12,59
12,58
13,32
13,50
13,63
13,62
14,47
14,48
14,81
14,130
15,41
15,43
15,44
15,113
15,114
15,121
16,17
16,44
16,114
16,115
17,18
17,44
18,44
18,146
18,145
19,20
19,47
19,48
19,133
20,48
21,30
21,47
21,80
22,46
22,47
22,80
22,140
22,141
23,24
23,29
23,43
23,44
23,149
24,29
24,43
24,44
24,115
25,26
25,40
25,41
25,104
25,112
25,113
26,41
26,104
26,116
26,62
27,34
27,35
28,38
29,43
29,44
30,47
31,50
31,51
31,52
31,53
31,54
31,55
31,56
31,57
31,58
32,33
32,50
32,59
32,63
32,64
32,65
32,67
32,69
32,62
32,66
33,63
33,64
33,65
33,67
33,68
33,62
34,49
34,35
34,59
34,99
34,60
34,69
34,72
34,100
34,61
34,101
35,36
35,59
35,99
35,60
35,61
35,101
35,98
36,49
36,37
36,99
36,72
36,73
36,93
36,94
36,100
36,103
36,101
36,97
36,96
36,98
37,49
37,72
37,73
37,77
37,78
37,79
37,80
37,92
37,93
37,94
37,103
37,76
37,95
38,39
38,80
38,83
38,84
38,85
38,86
38,87
38,88
38,89
38,90
38,91
38,92
38,102
38,81
38,82
39,83
39,84
39,85
39,81
39,82
40,104
40,105
40,106
40,107
40,108
40,109
40,110
40,111
40,112
41,42
41,104
41,113
41,116
41,117
41,118
41,120
41,121
41,62
41,119
42,67
42,68
42,116
42,117
42,118
42,120
42,62
43,44
43,49
43,147
43,113
43,114
43,121
43,123
43,148
43,115
43,149
44,45
44,147
44,113
44,114
44,115
44,149
45,46
45,49
45,144
45,146
45,147
45,123
45,124
45,141
45,142
45,148
45,151
45,149
45,145
46,49
46,79
46,80
46,123
46,124
46,128
46,129
46,140
46,141
46,142
46,151
46,127
46,143
47,48
47,80
47,131
47,132
47,133
47,134
47,135
47,136
47,137
47,138
47,139
47,140
47,150
47,81
47,130
48,131
48,132
48,133
48,81
48,130
49,69
49,70
49,71
49,72
49,73
49,75
49,77
49,78
49,79
49,80
49,100
49,121
49,122
49,123
49,124
49,126
49,128
49,129
49,148
49,152
49,74
49,76
49,125
49,127
50,51
51,52
52,53
53,54
54,55
55,56
56,57
57,58
58,59
59,60
60,61
62,63
62,116
63,64
65,67
65,66
66,67
67,68
67,120
68,120
68,62
69,67
70,69
71,67
71,70
73,72
73,77
73,76
74,75
75,72
76,77
77,78
80,79
80,81
82,83
83,84
85,86
86,87
87,88
88,102
89,90
89,102
90,91
91,92
92,93
93,94
93,96
94,103
94,95
94,96
95,103
96,97
97,98
98,99
99,100
99,101
100,72
100,101
104,105
105,106
106,107
107,108
108,109
109,110
110,111
111,112
112,113
113,114
114,115
116,117
118,120
118,119
119,120
121,120
122,120
122,152
124,123
124,128
124,127
125,126
126,123
127,128
128,129
130,131
131,132
133,134
134,135
135,136
136,150
137,138
137,150
138,139
139,140
140,141
141,144
141,142
142,144
142,151
142,143
143,151
144,145
145,146
146,147
147,148
147,149
148,123
148,149
152,121
