Src ID,Dst ID
0,1
0,16
0,42
1,16
1,17
1,45
1,44
2,3
2,15
2,54
3,15
3,18
3,57
3,56
4,17
4,18
4,46
4,73
5,13
5,18
5,58
5,59
6,13
6,18
6,50
6,58
6,59
7,12
7,17
7,27
7,28
8,12
8,17
8,25
8,27
8,28
9,17
10,18
11,17
11,22
11,23
11,24
11,40
11,41
12,17
12,25
12,27
12,28
13,18
13,58
13,59
14,18
14,47
14,48
14,49
14,51
14,52
15,18
15,53
15,54
15,55
15,56
16,17
16,42
16,43
16,44
17,20
17,19
17,21
17,38
17,42
17,45
17,46
17,22
17,23
17,69
17,70
17,71
17,75
17,76
17,77
17,78
17,24
17,79
17,80
17,81
17,30
17,39
17,25
17,73
17,74
17,40
17,41
17,43
17,44
17,26
17,68
17,27
17,28
17,29
18,19
18,35
18,36
18,46
18,47
18,48
18,49
18,50
18,53
18,54
18,57
18,58
18,59
18,60
18,61
18,62
18,63
18,64
18,71
18,72
18,34
18,37
18,65
18,73
18,51
18,52
18,55
18,56
18,66
18,67
19,20
19,35
19,36
19,38
19,61
19,62
19,63
19,64
19,69
19,70
19,71
19,72
19,75
19,76
19,77
19,78
19,79
19,80
19,81
19,30
19,31
19,32
19,33
19,34
19,37
19,39
19,65
19,74
19,66
19,67
19,68
20,69
20,75
20,76
20,77
20,78
20,68
21,42
21,22
21,40
22,23
22,40
24,25
25,41
25,27
26,25
28,29
29,30
31,30
31,32
32,62
33,32
34,35
35,36
36,32
36,37
37,38
37,39
38,39
40,41
41,24
42,43
44,45
45,46
46,57
47,48
47,53
47,51
49,50
50,58
50,52
51,53
51,52
52,49
53,54
54,55
56,57
60,59
60,61
61,62
62,63
64,65
65,73
65,66
68,69
69,78
69,73
70,75
70,73
71,69
71,72
72,73
73,79
74,75
74,79
75,69
76,75
76,77
80,81
81,30
